,request_time,departure_lat,departure_long,arrival_lat,arrival_long,bid_amount,bid_estimated_time,accepted
0,0.2,37.424096,-122.177749,37.424368,-122.176629,0.394961771905063,15.359912281140176,True
1,0.3,37.424368,-122.176629,37.420423,-122.176363,0.28412468950126946,75.43379653220192,True
2,0.4,37.420423,-122.176363,37.421043,-122.174,0.8738674719219419,84.26217901195646,True
